intern_id,department,attendance_rate,task_completion_rate,avg_feedback_score,hours_per_week,final_assessment_score,interaction_level,performance_label
"""INT1881",Finance,68.47587609703196,99.9874153992604,2.11,41.17527284772039,80.23555011321714,Medium,0
"""INT1882",Marketing,84.16098136731704,91.06021640087108,4.64,34.809178529353574,78.98184585856677,Medium,1
"""INT1883",Marketing,81.1631574492372,71.42379665872878,4.48,32.945027975905866,62.084328825405095,High,0
"""INT1884",Tech,90.80072894077554,81.9283838205408,3.1,40.67123529818481,83.71903382261243,Medium,0
"""INT1885",HR,85.91301171059668,75.68942540453304,2.56,27.60588374138388,63.30804860300999,Medium,0
"""INT1886",HR,98.36381803453187,100.0,4.03,44.99125886610081,71.08701514524374,Medium,1
"""INT1887",Finance,85.70088475208567,73.44040660718312,2.24,38.68905112718485,65.59300317044347,Medium,0
"""INT1888",HR,79.37794303779737,81.48497086437196,3.27,28.735185483601136,82.23738977233403,High,0
"""INT1889",Design,85.57697222165784,82.53872392613994,2.26,38.92987994063175,80.97043494146851,Low,0
"""INT1890",HR,92.24167240877163,62.59674414450814,3.79,31.582837545646637,61.39782996124275,High,0
"""INT1891",Finance,67.26792592210953,77.10624241204917,2.08,28.32109864713844,67.82235129517687,High,0
"""INT1892",HR,77.8475148118241,77.35097421701086,3.89,38.91271147762625,67.9993017184957,Medium,0
"""INT1893",Design,78.05823264114647,100.0,4.02,29.47703785735376,82.7534435376453,Medium,0
"""INT1894",Tech,89.10990202877501,82.9271007463849,3.46,28.318158494208348,66.42443604774819,Medium,0
"""INT1895",Finance,90.2728653969195,74.3251632801336,2.53,37.42349313637065,73.49931841385035,High,0
"""INT1896",Tech,86.01227727834895,77.82322154995796,2.3,34.48203555810687,72.18370899403197,Low,0
"""INT1897",Tech,60.21361880872077,78.99560999147862,2.94,40.05759681987427,71.05776613200089,Medium,0
"""INT1898",Tech,68.48081816808212,79.41629382635035,3.4,33.49895820652812,95.64778697225232,Medium,0
"""INT1899",Marketing,82.6106817854288,93.91144653787408,3.93,33.04968089067157,66.8701587172775,High,0
"""INT1900",Marketing,79.98530576641527,94.68059194482193,2.0,24.816557238389088,72.26535934183508,Medium,0
"""INT1901",Tech,85.05370378836002,65.13945861599827,4.13,37.51161044948432,79.35537487148812,Medium,0
"""INT1902",Finance,80.30601837564525,96.01939511801136,4.14,34.91094273732319,69.90006884766734,Medium,0
"""INT1903",Design,100.0,91.27021191725196,3.33,40.94136463247784,67.94274509508986,Medium,0
"""INT1904",Design,62.06058415153478,79.20912373647528,3.03,38.79958149159178,79.07117339672834,Medium,0
"""INT1905",HR,88.02627631529815,57.89053729435857,4.53,36.66046785878137,84.39671835173169,Medium,0
"""INT1906",Finance,93.28010406163472,83.18963723490238,4.35,31.34629959884345,90.63132252480304,High,1
"""INT1907",Marketing,92.015384583584,74.69086276209542,4.95,32.92329331400245,72.62492237943144,Medium,0
"""INT1908",Tech,92.87272988001185,88.32323457643528,3.12,37.746318411115176,65.75621454143747,Medium,0
"""INT1909",HR,94.31115908390936,89.69905096255647,4.72,34.74190652348295,65.66942289494233,Medium,0
"""INT1910",Design,78.96020113392777,99.78613442088827,2.26,42.09092733226223,91.83314227846392,Medium,0
"""INT1911",Marketing,73.98516243023043,64.08218454138755,3.23,41.57305684788352,78.90096744477256,Medium,0
"""INT1912",Marketing,64.65318327305327,100.0,3.4,33.748045579607044,65.16843525102993,Medium,0
"""INT1913",Tech,81.37397166320305,93.42930990350894,3.32,35.466522673948816,66.84760017049175,Medium,0
"""INT1914",Design,77.22466876045145,90.71376268848353,3.88,31.027993956800607,61.67085140422098,High,0
"""INT1915",Finance,96.61608813657138,100.0,2.51,34.4889559334969,74.0516688150816,Low,0
"""INT1916",Marketing,82.12441889848866,84.76756447962045,4.6,39.74942269766227,80.78819250862708,High,1
"""INT1917",Tech,74.69594262772442,95.50470766518104,3.66,32.28057553296919,93.54862269539976,Medium,0
"""INT1918",Finance,73.114645460389,82.54657099751408,4.71,33.16531247562701,88.01555742448234,Medium,0
"""INT1919",Design,100.0,92.61228358513566,2.01,29.157173979419618,75.43848205636472,Low,0
"""INT1920",Marketing,84.77913685008423,97.42410410700218,3.89,32.18300459220615,66.69526340564119,High,0
"""INT1921",Finance,77.18495536726057,95.88392096176102,3.24,38.06798910898517,80.50669617602266,Medium,0
"""INT1922",Finance,86.24041807772022,57.32022064147639,3.52,33.79641749549056,53.76142797444925,High,0
"""INT1923",Finance,100.0,73.79273545918706,4.23,29.24244993131542,65.54484528269853,Medium,0
"""INT1924",Marketing,81.10319357700445,97.57703255626518,2.68,36.060505183461565,82.62215832563372,Medium,0
"""INT1925",Marketing,91.87010709448197,87.47204339960189,2.61,34.7432171296022,85.51157270499782,High,0
"""INT1926",HR,96.86461037330324,79.25856439688776,4.11,40.60334202038861,90.70174396510126,High,1
"""INT1927",Design,66.08576108150093,87.61475147826084,3.56,34.320847404560254,73.64206650542243,High,0
"""INT1928",Tech,78.61587581330461,63.44457844768569,2.7,30.024817402053248,90.55586204490648,High,0
"""INT1929",Finance,95.61086628158864,91.79717778441196,3.45,39.81661460096934,70.39129027420037,Medium,0
"""INT1930",HR,78.00696560897494,85.57188580926524,3.38,30.152341212275,69.44312424177728,Medium,0
"""INT1931",Tech,89.14625399267284,81.2787496443927,4.07,28.492946913812887,78.68874040782016,Medium,1
"""INT1932",HR,77.41518400875191,77.31632236819608,2.01,29.80006921391856,88.71015016785647,High,0
"""INT1933",Marketing,80.54448096488073,83.46587079847974,3.76,31.94617667601206,86.26872416297185,High,1
"""INT1934",Finance,79.32636194392893,75.88590289588547,3.82,25.548177511111305,87.40136277416029,Medium,0
"""INT1935",Tech,91.36670153695832,75.14176638678413,4.24,26.36680017795115,81.32068011195541,Low,1
"""INT1936",Tech,87.01580114199592,100.0,4.67,38.9041186911065,86.50883772506539,High,1
"""INT1937",Tech,85.9885944501102,56.20208534513535,3.32,34.14425555740502,75.33674179924255,Medium,0
"""INT1938",Tech,100.0,56.51046805479756,3.03,34.1743565978131,78.78893507986274,High,0
"""INT1939",Tech,100.0,91.72277229070556,2.31,34.71826646454061,100.0,High,0
"""INT1940",HR,65.18756379446219,61.70396590510478,3.01,37.82077183937935,85.54432407468215,Low,0
"""INT1941",Finance,80.56590326781452,49.9470437088176,2.21,30.90488573747992,75.24020167219784,Medium,0
"""INT1942",Marketing,100.0,95.21400481954862,4.41,37.80192930642537,84.63862162950332,High,1
"""INT1943",Marketing,79.25409969311958,98.90104094255264,4.42,35.56355939295625,62.33349742406665,Low,0
"""INT1944",Marketing,100.0,60.37946333958793,3.25,30.211553103405542,71.14165873277061,High,0
"""INT1945",Marketing,80.7367318513174,53.07007665423161,2.78,38.04502642975046,72.56494556778274,Medium,0
"""INT1946",HR,82.66002429453437,61.718356502162266,2.35,35.28635668445855,66.39397143775778,Low,0
"""INT1947",Design,93.63571359135813,69.501358823489,4.55,29.767233164208918,96.24015613053712,Medium,0
"""INT1948",Finance,84.09792824992164,100.0,4.63,30.146629989717407,80.68977711772567,Low,1
"""INT1949",Tech,89.94624639574286,73.55379370568231,2.8,37.39883174526217,82.020557525877,Low,0
"""INT1950",Design,100.0,92.47786555420392,3.87,40.07237354841577,73.75019616365553,High,1
"""INT1951",Marketing,92.58800933975768,90.82650883791732,2.78,36.41310795187666,61.16611099548014,High,0
"""INT1952",Design,86.41532132149699,99.8363177315576,2.68,39.446860441302064,74.24359396512803,Medium,0
"""INT1953",Finance,100.0,70.61028871204668,2.06,41.16335100890733,69.92912524455465,Low,0
"""INT1954",Tech,93.766874758751,79.8470880822664,3.73,33.87406989037244,62.80810889703989,Low,0
"""INT1955",Tech,77.66456836902653,76.71201168838188,2.45,35.822814646827915,84.1135565934608,High,0
"""INT1956",Finance,100.0,88.06993473603251,2.04,38.346506511513056,71.80542403182436,Medium,0
"""INT1957",Finance,91.4236559205018,98.23825923887132,2.31,29.263665786846985,53.63693129578861,Low,0
"""INT1958",Marketing,82.86323231130139,100.0,2.94,40.17121646614761,75.00917678137994,Medium,0
"""INT1959",Tech,64.79182415414053,74.14057035849989,4.01,41.81667009387032,75.23150581082767,High,0
"""INT1960",Design,71.22423619935333,82.12071014451988,2.61,31.30922062075445,84.04794940067022,High,0
"""INT1961",HR,100.0,93.00076992814328,4.66,49.34864312703152,76.44174027103882,Medium,1
"""INT1962",HR,100.0,89.17652760422865,2.87,38.97273143106983,67.64635036760582,High,0
"""INT1963",Finance,85.8528406873324,100.0,2.99,34.23690577252596,80.97484626168523,High,0
"""INT1964",Marketing,67.29755824024514,78.38208456610465,2.65,24.61378532931209,67.21410053993604,Low,0
"""INT1965",HR,74.13024746349394,74.03843136679514,2.76,34.54116951927588,83.46388205159754,High,0
"""INT1966",Tech,68.76231647950422,100.0,2.22,37.10983561568204,88.86902922218697,High,0
"""INT1967",Finance,68.39888740086239,84.54575635430224,2.88,36.53809419823747,45.24155217468372,Medium,0
"""INT1968",Design,100.0,88.10360816126311,4.58,28.44676322770057,66.00866355095431,Medium,0
"""INT1969",Finance,100.0,78.90975870193573,4.07,31.693044641829587,80.5770054797243,Medium,1
"""INT1970",Design,73.79152846434431,93.90646218336704,4.63,38.40090537474258,76.10814122809748,High,0
"""INT1971",Finance,84.91265024102401,67.02384616048823,2.31,37.96320241109412,90.5653088581012,Medium,0
"""INT1972",Finance,72.15203840068197,73.12589126902841,3.37,39.71102952723794,90.01101043552605,Medium,0
"""INT1973",Finance,84.84761953499914,40.27644242980087,2.69,35.59370650374231,86.11368029489802,Low,0
"""INT1974",Design,100.0,70.58642479365412,4.16,34.84140192480548,54.76018035042204,Medium,0
"""INT1975",Design,95.78719050803016,93.9736943450493,4.91,37.557578376769264,73.04340713230312,High,1
"""INT1976",Finance,93.08662765497289,80.69624504352187,4.45,35.4720640879745,82.68610468428732,Medium,1
"""INT1977",HR,83.05820262737136,66.14122413345099,2.11,27.349775751039488,74.6827405866678,High,0
"""INT1978",Marketing,97.61967115996364,100.0,2.95,42.60219569925682,73.48548145475532,High,0
"""INT1979",Marketing,91.4666874658333,82.07765874526602,2.09,39.60870288951055,89.85098602034451,High,0
"""INT1980",Marketing,89.0391558131572,100.0,2.12,37.11531088705514,79.29980996690655,High,0
"""INT1981",Design,83.84590661800215,92.8503168397792,2.24,28.159218444761777,71.97147250480019,Medium,0
"""INT1982",Design,88.18372939514666,82.82303132634226,2.83,39.18846540143239,60.77372184005071,High,0
"""INT1983",HR,87.88251577869326,100.0,2.91,32.806578455876384,95.6451323565796,Medium,0
"""INT1984",Marketing,79.5856835492574,74.38007656239122,3.2,39.15068371748808,78.6295644031331,Medium,0
"""INT1985",Marketing,77.25083466272733,63.57664421484362,3.21,37.73204373520595,69.40143946076311,High,0
"""INT1986",Finance,75.03093039669609,100.0,4.31,33.30068855701705,86.17594028590796,High,0
"""INT1987",Design,75.67136888206407,89.06795459269895,2.42,40.25981810757841,55.7583063555262,Medium,0
"""INT1988",Marketing,83.11897124454948,100.0,2.47,29.040639765055623,96.02501902068416,Medium,0
"""INT1989",HR,81.47315101004419,93.22046647628642,3.88,35.281057741523696,82.33233676385349,High,1
"""INT1990",HR,78.79266253397444,100.0,3.72,43.29342850365168,100.0,Medium,0
"""INT1991",Marketing,78.05218525264834,72.3271824743629,2.46,37.43330231656813,82.59622254295377,Medium,0
"""INT1992",Design,87.91880026116317,77.17048004221736,4.56,39.56734882108263,77.86433489912041,High,1
"""INT1993",HR,98.77607447174306,77.01244714909411,2.99,35.39663855471438,67.74798959577983,High,0
"""INT1994",Finance,84.89084318926551,77.21473255807032,3.1,34.892863627594565,69.74099190864708,Medium,0
"""INT1995",HR,84.23669199959231,56.49430140790991,3.26,28.897154097934585,60.111429905738426,Medium,0
"""INT1996",Tech,75.6511330728663,82.45155983321213,2.97,34.220607154539096,98.72863884987385,Low,0
"""INT1997",Tech,82.76930188209292,91.86613165808824,3.67,38.36870325992111,76.59156493294884,High,1
"""INT1998",Design,96.90336340609367,69.79222891574878,3.17,29.530011131490923,85.44329495360013,Low,0
"""INT1999",Marketing,95.37461103508971,66.29496953830643,2.78,30.185172795800383,87.35461258546697,High,0
"""INT2000",Design,94.67973744274336,77.96078062913489,4.71,37.09639859812514,72.3112512635917,Medium,1
"""INT2001",Design,94.35868829219842,91.76817308861848,2.93,39.13354499184073,65.37402376622829,Low,0
"""INT2002",Design,89.36732555564835,63.86464362616378,4.1,45.07541683119662,66.40131066233239,High,0
"""INT2003",Design,89.01207163482995,100.0,3.04,33.62907333125804,56.43314424520288,Medium,0
"""INT2004",Finance,87.44750326684773,60.51281087366459,3.31,33.76462381878741,61.57467831105393,Medium,0
"""INT2005",Finance,80.83114719947486,71.43938820914273,2.71,39.1579352357578,81.42120754241867,Medium,0
"""INT2006",HR,85.8369939861551,97.0112044410348,4.26,37.85293796859543,87.27702022216315,Medium,1
"""INT2007",Tech,87.15599683705867,94.5129777890594,4.21,33.70874889509946,75.06696776573153,Low,1
"""INT2008",Design,91.33168603316052,93.1998127294989,2.07,34.858339639749765,86.08280195620257,Medium,0
"""INT2009",HR,86.0025648704516,69.71846660840718,2.18,31.858704299028066,86.36614791698412,Low,0
"""INT2010",Tech,100.0,72.56509379121832,4.77,29.219693120074588,71.22996032252232,High,0
"""INT2011",Marketing,72.90187802942089,67.15370640557946,4.67,34.32432402858073,88.04823070946918,Low,0
"""INT2012",Finance,92.544756997707,75.19710470548029,3.52,42.61322257023385,73.04889972488944,Medium,1
"""INT2013",Tech,84.58756293360946,85.74119472422332,3.48,31.40714681601232,69.85464588940569,Medium,0
"""INT2014",Marketing,85.02146282126542,67.08090694410654,4.44,27.82494015903689,76.03430749698212,High,0
"""INT2015",Tech,76.87424217689193,53.77718229139006,2.42,29.981458001546983,58.08643952079119,Low,0
"""INT2016",Finance,95.19343267248684,97.53829406521444,3.96,37.65807671031232,74.56002629695449,High,1
"""INT2017",Finance,91.52841534321158,77.2975070923791,3.43,37.14394233842774,47.29957595169724,Medium,0
"""INT2018",HR,93.33637396803692,91.22130420864816,4.23,41.35366963273047,83.10467475598473,High,1
"""INT2019",Design,86.69245404818965,75.36284773776586,2.09,40.30782843903056,59.47133928499143,Low,0
"""INT2020",Tech,81.75105185359774,88.14193775825169,3.78,36.48790160094856,74.92226768445002,High,1
"""INT2021",Tech,84.33438451455544,100.0,3.67,38.25276435921404,92.81227333995584,High,1
"""INT2022",Marketing,89.3346565005564,62.85070299898473,4.52,31.25307072781225,75.85611172814723,Low,0
"""INT2023",Finance,64.9442382708026,68.33115453750597,4.03,38.446308224128586,52.27799858279178,Medium,0
"""INT2024",Tech,93.72932867575456,66.48892345071934,4.64,34.45587065133756,76.55136631221937,Medium,0
"""INT2025",Finance,100.0,100.0,4.66,39.25361917233714,71.93328820580045,Medium,1
"""INT2026",Tech,89.80335046953476,79.72886129966413,3.22,37.09342975749642,86.18084304688821,Medium,0
"""INT2027",HR,82.19073375792226,93.3121634091464,2.41,32.63321530891187,73.64131500620861,Medium,0
"""INT2028",Design,83.38764745320731,40.34261843054757,3.89,29.49786205864172,88.3830605969663,High,0
"""INT2029",Tech,92.07542350934168,85.61688210798681,4.62,32.498596674284755,80.22789852594633,Medium,1
"""INT2030",Finance,82.41711336684881,74.58784776232547,2.22,35.923192901757254,85.49856337205459,Low,0
"""INT2031",HR,93.68675271339175,100.0,3.67,30.919729705462697,73.880544881021,Low,1
"""INT2032",Tech,83.25859282869756,89.88141286736159,2.34,34.23567277364419,90.40217821903632,Medium,0
"""INT2033",Marketing,100.0,73.70432995229898,2.08,40.43836224989419,68.86026395898415,Medium,0
"""INT2034",Design,100.0,100.0,4.04,40.87451562937434,53.006167431709656,Medium,0
"""INT2035",Tech,81.69830332059058,100.0,4.05,37.390866601634,61.855265701637,High,0
"""INT2036",HR,84.189761632612,100.0,3.8,41.81640135348832,76.44800065362656,Medium,1
"""INT2037",Marketing,84.7763113812166,91.4373940032171,4.58,28.67315896475035,78.24909181177298,Medium,1
"""INT2038",HR,84.9103367423626,75.84075016043579,2.24,41.4876692496427,76.86456370963272,Medium,0
"""INT2039",HR,75.52570954939324,83.48114294753937,2.32,28.20083705436308,89.62477163688534,High,0
"""INT2040",Marketing,74.12739315725648,73.74927115657779,4.59,35.0501822123986,77.26812534063049,Medium,0
"""INT2041",HR,97.49757571547956,83.31957340964834,3.51,30.9356107707931,78.95426564197841,Medium,1
"""INT2042",Marketing,95.89787014204168,71.08055437619912,2.82,38.69443990052134,86.76085441949685,Medium,0
"""INT2043",Tech,95.72520714177271,77.45480257297618,4.21,27.170448126490307,54.88091737972821,Medium,0
"""INT2044",Marketing,84.30621633059671,100.0,4.68,26.17566978403319,83.67539136081011,Medium,1
"""INT2045",Marketing,100.0,84.66410668649968,4.07,31.72772748718093,90.7955962462606,Medium,1
"""INT2046",Design,84.77531023325433,73.5519089868186,4.38,31.373989385307084,83.61106508652338,High,0
"""INT2047",Marketing,93.6287617389974,63.49622415798554,2.85,32.145315839900256,78.78003761409875,Medium,0
"""INT2048",Marketing,71.11377985465016,78.50289933269104,2.87,31.625177731812204,84.63405650670231,Medium,0
"""INT2049",Tech,82.70264668502149,91.18038462185402,4.59,38.43652699533545,49.246321379045625,Medium,0
"""INT2050",Design,83.44178944426183,82.05057984135894,3.84,34.57633706896216,73.44443366741135,Medium,1
"""INT2051",Finance,84.34512461978385,79.190560099029,2.7,42.74546372511243,59.42027163385943,Medium,0
"""INT2052",Tech,71.74501032004314,86.38349068823874,3.57,36.154363100304266,79.59924716170946,Medium,0
"""INT2053",Tech,92.03880927824258,85.91434318941722,4.06,39.41133100205353,62.95102258320647,Medium,0
"""INT2054",Finance,95.28610311303378,90.57925234964983,2.66,37.89913268129479,85.1982850787318,Medium,0
"""INT2055",Marketing,77.56140610877084,90.97889368078528,3.96,30.50874596312836,70.00762638174841,Medium,0
"""INT2056",HR,73.52658483678671,78.67144614021736,2.13,32.39597801529495,59.55510587914034,Medium,0
"""INT2057",Design,77.31058375106078,77.92108626195373,2.91,39.97074895204537,63.66645843696154,Low,0
"""INT2058",HR,89.95498669140181,80.01230942514547,4.02,26.11935396456556,59.24163066798906,Low,0
"""INT2059",Finance,79.03396645091645,88.40405715677878,2.45,37.433318711989465,74.57631605776098,High,0
"""INT2060",Tech,83.65934750363624,96.81733134777714,2.67,34.10874376377232,82.39881145163824,Low,0
"""INT2061",Tech,74.26539255297305,74.94689820940124,4.64,31.275557985899454,67.26024019745583,Medium,0
"""INT2062",Design,100.0,77.54408070773493,4.02,33.66857750477291,57.49315649014181,Medium,0
"""INT2063",Tech,85.73198628162783,67.79817914406527,3.5,43.10175473752048,74.83458842754956,Low,0
"""INT2064",Tech,96.4971532922663,57.57118222995197,2.63,26.38113012805679,74.57152690361984,Medium,0
"""INT2065",Design,89.93169834238837,61.4324979478199,3.02,28.90658285588257,69.01209278382979,High,0
"""INT2066",Design,84.5811994503493,64.9442150448403,3.72,25.30988544362954,65.58153375520311,High,0
"""INT2067",Finance,84.06337675110723,70.01347316288167,2.47,32.809878419349275,90.35652630149544,High,0
"""INT2068",Tech,77.74756323362215,86.8982336557073,3.45,31.876934973804744,67.89019261723334,Low,0
"""INT2069",Tech,80.49536849116275,63.929918747629074,3.23,35.80277549224871,57.70683366442376,Medium,0
"""INT2070",Finance,74.92197668401495,80.2652490506471,3.43,32.60261035815852,73.94099557608116,Medium,0
"""INT2071",Marketing,73.83134028067055,92.56761656578844,2.32,37.25475733445143,81.32786920552407,High,0
"""INT2072",Marketing,100.0,67.55214847793737,2.32,31.0613463271366,80.52902009666957,Medium,0
"""INT2073",Marketing,87.78912365081943,72.62180426328923,4.89,45.48721127255831,55.80708990951574,Medium,0
"""INT2074",Finance,99.6571724170406,60.19912151138311,4.94,38.07475416767555,89.61432182995047,Medium,0
"""INT2075",Tech,77.05937742963978,65.71221408085636,3.28,37.57841864560868,77.52478562514868,Medium,0
"""INT2076",Finance,72.48396407535256,100.0,4.37,38.13253932970846,81.84998888214025,Medium,0
"""INT2077",Finance,75.22221789041149,87.57487947364439,3.97,29.770242541284134,100.0,Low,0
"""INT2078",Marketing,80.77928114910304,100.0,2.35,33.766261931126614,84.10666275665125,Medium,0
"""INT2079",HR,85.3649993182616,68.94497472795875,2.89,33.98252355262434,81.86466319470543,Medium,0
"""INT2080",Tech,83.49063383156007,100.0,2.94,32.640051260507974,72.28891968121768,Medium,0
"""INT2081",Marketing,77.26809031513372,69.06765514247267,3.79,33.264440438313564,74.9371374432992,Medium,0
"""INT2082",HR,85.87715009317763,72.48239700198758,3.74,39.146407163297496,60.54987276278455,High,0
"""INT2083",HR,86.75386124539946,100.0,4.77,34.706435240507346,76.0149429070741,High,1
"""INT2084",Design,92.02276427551578,67.47415662240978,4.37,36.49788738569775,94.51304501726366,High,0
"""INT2085",Tech,99.70432303012538,100.0,4.57,26.55555699594338,80.11670637357567,Medium,1
"""INT2086",HR,81.36106210491077,79.52013355195402,4.67,26.258496577574576,100.0,Medium,1
"""INT2087",Marketing,97.15480593634632,63.845911210022976,4.4,30.2803160431568,81.35695760009935,Low,0
"""INT2088",Design,85.65937593427986,58.539509425822445,3.0,43.197255260233504,78.3610319038426,Medium,0
"""INT2089",Tech,69.72681012582218,81.57775489345886,2.65,45.04287471430547,73.34365919665163,Medium,0
"""INT2090",Finance,100.0,63.14734481924828,3.72,39.91505158554084,98.65530710701366,Medium,0
"""INT2091",Marketing,100.0,75.5668279811148,4.07,33.028257897857614,69.42523789252556,Medium,0
"""INT2092",HR,91.19096478051551,51.43213220647031,3.16,37.13253010977717,66.2755531298225,Medium,0
"""INT2093",HR,85.89784964419131,85.31618392566294,4.55,41.31091287915249,64.41946023552849,Low,0
"""INT2094",Marketing,82.28594939835503,56.86332374726409,4.88,44.27205870920318,100.0,High,0
"""INT2095",HR,80.36052030515592,79.0987164893033,3.71,29.249966863686023,76.76902808092309,High,1
"""INT2096",Design,97.10701253147516,59.2430970366636,3.37,36.020516127775274,76.00939096601051,Low,0
"""INT2097",Tech,84.82726761951827,98.38818572336304,4.53,33.38703022022696,81.24543778428415,Medium,1
"""INT2098",Design,100.0,48.351382455958,2.07,37.93027635434752,71.98152517532176,Low,0
"""INT2099",HR,85.34862415329165,75.75582536953462,2.39,35.26139709121041,65.835956586627,Medium,0
"""INT2100",Finance,80.87653306576593,88.39112351308123,4.54,29.998383360232417,65.25866420306903,Medium,0
"""INT2101",Tech,78.98699535488268,85.38328422756626,4.2,36.97411370671435,64.85276129072915,High,0
"""INT2102",Tech,77.56283914705502,61.29754219785076,3.25,31.517238434260616,50.975964913824285,High,0
"""INT2103",Marketing,90.14145826406046,53.90382001278979,4.67,34.82317609474542,75.70597146368158,Low,0
"""INT2104",Marketing,72.05506645141989,91.7208725177352,3.05,35.06294800586121,56.295129281532695,Medium,0
"""INT2105",Finance,76.81662516663746,78.14491780972872,3.9,43.43522762934756,81.59234123854858,High,0
"""INT2106",Tech,98.24482625841073,63.92422880977664,3.9,36.60331297197746,85.03485382768686,Medium,0
"""INT2107",Finance,75.45450689175522,92.26695872803582,2.55,34.55397136088481,67.76876444444179,High,0
"""INT2108",Marketing,93.62704921990016,71.55946751350244,2.85,38.62131869440477,79.03939591295234,Medium,0
"""INT2109",Marketing,64.36988188499186,70.13927513197316,4.75,30.579220959040363,83.71987018650856,Medium,0
"""INT2110",Tech,99.50087042175753,66.99982067970073,2.55,35.5047598069474,93.05588374562822,Medium,0
"""INT2111",Design,72.29768160972453,68.60814020024505,2.52,38.17214882574408,70.32158066572083,High,0
"""INT2112",HR,76.23606256525241,68.06750893099785,3.44,37.94401636948659,58.04963842804116,Medium,0
"""INT2113",Marketing,91.80342577986325,84.92460763432001,2.28,32.35215977300088,64.13213714734896,High,0
"""INT2114",Marketing,87.70408134208049,100.0,4.68,36.81965866420742,55.060609770064325,Medium,0
"""INT2115",Design,93.94987436094809,59.04905829855208,2.3,38.40158051572666,80.71896754681009,Medium,0
"""INT2116",Design,72.21737370742424,74.88490004308619,3.85,30.4744049012457,40.0,Low,0
"""INT2117",Finance,82.13194590666461,77.53920150865896,3.02,31.97938035650623,62.97011889464784,Low,0
"""INT2118",Finance,78.82921790789563,86.96844091497641,4.41,33.3879150615867,75.14368228075435,Low,0
"""INT2119",HR,73.89811201847577,94.82484673409544,3.77,46.647650437459625,62.06378610966696,Medium,0
"""INT2120",HR,90.95897458520366,77.60956851043031,3.16,31.260060786992263,64.67668114173705,Medium,0
"""INT2121",Tech,94.43051446606796,70.44369200091967,4.95,36.62564147739691,84.94961646557165,High,0
"""INT2122",Finance,81.63133794959467,88.67105896712013,2.2,33.23468225656227,61.56172178391851,High,0
"""INT2123",Marketing,100.0,55.398535671375456,3.73,30.312331798942555,69.51262972219143,High,0
"""INT2124",Finance,77.14299779121657,47.84007106038048,4.97,38.48955036390305,86.14506997351373,Low,0
"""INT2125",Marketing,99.98467324137042,100.0,4.07,27.94597132223829,70.52927261701734,Low,1
"""INT2126",Design,90.62239059758268,67.88182750077499,4.22,42.21763510888378,100.0,Medium,0
"""INT2127",Finance,72.76432814524989,73.79412016115563,2.1,29.80328292443605,88.1447610717199,Low,0
"""INT2128",Design,100.0,88.15723771327588,2.06,31.67233027592262,88.78405317774772,Low,0
"""INT2129",HR,80.55522466808972,85.20491388688414,2.11,37.85926975407946,58.34163577120332,Medium,0
"""INT2130",HR,97.05117739614452,93.27857458610283,4.98,38.76259302358009,73.82326984988653,High,1
"""INT2131",Tech,86.45649121929632,94.0644462077072,4.94,36.16652213745926,71.58924020564744,High,1
"""INT2132",Finance,88.74441224451832,58.36318313159008,3.0,32.33599181359668,70.11239899855873,High,0
"""INT2133",Design,94.01206780492308,99.0392101679769,2.87,27.03278734832968,68.57057723539086,Medium,0
"""INT2134",Marketing,93.45851184469004,87.66064806438455,2.44,34.55038604343664,73.38309997183651,High,0
"""INT2135",HR,81.57853436876539,85.6702347164033,2.99,30.749801577334345,46.17648372370997,Low,0
"""INT2136",HR,90.31665595938595,86.33777216512404,3.11,47.06026313941885,63.87660336960796,High,0
"""INT2137",Marketing,89.56599848698502,46.51565965882224,4.24,35.66508597624995,95.19420575469096,Medium,0
"""INT2138",Design,87.13561199689245,76.8511551540734,4.6,28.55404906287733,68.57113844723685,High,0
"""INT2139",Design,82.9668346617027,65.50136904327854,4.24,33.338889033239234,67.15492428496658,Medium,0
"""INT2140",Finance,87.11564833194248,63.34079710001988,3.94,38.78981151293184,74.21966048120458,High,0
"""INT2141",Finance,100.0,72.68183598976432,4.3,40.812377838757776,75.38309420698714,Medium,0
"""INT2142",Tech,82.04972647885843,92.3817822617174,4.22,33.45327618971344,47.97107419021484,Medium,0
"""INT2143",HR,97.06587419804208,84.30789916809191,3.43,34.406896432540606,76.69186117940912,Low,0
"""INT2144",Finance,78.80363576083536,86.5621199663242,3.01,37.82390399791485,81.5783480593261,High,0
"""INT2145",Design,76.18685337677256,73.30500804271853,2.85,30.321620431463725,82.05544533871662,Low,0
"""INT2146",Marketing,100.0,85.64446668786599,4.04,36.73625958740935,63.73728721800481,Medium,0
"""INT2147",Design,90.40024196989243,77.01425576988849,4.88,36.42835456237159,93.49499027243598,Low,1
"""INT2148",HR,90.67513461289612,94.23685383569278,3.74,37.66798482297298,92.13162133706606,Medium,1
"""INT2149",Design,90.95227771834202,90.43489316448664,4.74,34.80576804407534,91.07658370916012,Medium,1
"""INT2150",Tech,99.07299706534587,82.39726434090724,2.04,27.177170656294777,84.45376929463471,Medium,0
"""INT2151",HR,89.07810014617753,67.98060124049566,4.38,36.13878900326608,70.82513534243853,High,0
"""INT2152",Marketing,93.16221872557192,84.09484856735675,4.56,30.6198596528219,75.05151339177849,High,1
"""INT2153",Tech,74.41431721743477,83.6367905508705,3.89,43.629471092848526,92.08445715268267,Medium,0
